Section 1 Header,Timestamp,Species,Location Header,GMU,County,District,Area,Region,Same Address,Incident Header,Incident Date,Incident Time,Complaint Type,Type of Property Damage,Service Provided,Hazing Method,Animal Data,Previous Ear Tag?,Ear Tag Side,Ear Tag Color,Ear Tag Number,Previous PIT tag #,Previous Collar,Sex,Age,Color,Further Response,Staff Assigned,Site Inspection Heading,Violation,Violation Action,Citation #,Marked Animal Heading,Capture Method,New Ear Tag Color,New Ear Tag Number,New PIT Tag (Dec),New Collar,Collar Manufacturer,Collar Type,Collar Frequency,Collar Code,Collar Serial #,Release Header,Release Date,Release Location,Seal #,Photos?,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Comments,Total Incidents
Bear/Lion Incident Report,10/14/2020 14:12,Black Bear,Incident Location,86,Fremont,262 - Salida E,Area 13,SE,Y,Incident Information,10/13/2020,5:00:00 AM,Non-Food Property Damage,,Site Inspection,,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"On 10/14/2020 Lori Embry called to tell me a lady who lives  in a camper trailer on their property  had a bear break into her car.   She told me the only thing she had in the car were bags of trash she planned to take to Salida.  

She also informed me that the lady, Amy, has seen the bear off and on throughout the summer. 

I went to Embry's house to give her husband, Stan, rubber buckshot should the bear come back.  While there they told me Amy was at her camper trailer and suggested I go talk to her.

I went to Amy's camper trailer and spoke to her.  She told me she had bags of garbage in her car and she planned to take it to Salida the following day to get rid of it.  She told me she must have left her window cracked a little bit and  the bear then got in.  

I told her I could set a trap for the bear.  She did not want me to set a trap.

I recommended that she fix the car window as soon as possible, that she lock her doors, door on her camper and keep the camper windows closed.

Because she didn't have a shotgun I told her she could use a paintball gun and shoot the bear if it came back.  I told her to call me if it had a pattern of coming back and I would try to shoot it with rubber buckshot.",
Bear/Lion Incident Report,7/2/2020 15:09,Black Bear,Incident Location,20,Boulder,121 - Longmont N,Area 02,NE,N,Incident Information,7/9/2020,8:00:00 AM,"Food Source Property Damage , Sighting",Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/6/2020 19:03,Black Bear,Incident Location,51,Douglas,544 - Castle Rock W,Area 05,NE,N,Incident Information,7/5/2020,9:03:00 PM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,Y,Matt.Martinez@state.co.us,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjRlNjQ3M2Q1LlBob3RvJTIwMS4wMTM0NTMuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWRmNWI0ZTNmMjcyMzM2ZGRiMDk1OWFhZDViYTU5ZjExZTkwMDdmZTQwNzdhMDBlZjRiMTJjNzRiNzNjNjBlZDI1NDhiZThjZmQ3YzJlNDVmOTI1YWMwN2JkODI4OTIxZA==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjRlNjQ3M2Q1LlBob3RvJTIwMi4wMTM0NTMuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWE0YTRhMTgzMGI0NTg2NjY1NzYwNzE5M2RmMTBkY2IzMzU2NzAyNzM5ZTM3MGQ2Y2Y4MTQzZmIzM2NiZTRiMjMxZDVhNjdhMGI4ZDcyMWY1ZTg2NDQxMDYwMWFjYzFhMg==&w=600,,,,"WL544 stopped at Larkspur fire department to talk about a moose in the area. The fire department told WL544 about a bear they had been having issues with for the passed week. Larkspur fire does have a bear proof trash can and have tried hazing the bear. WL544 advised they could use paintballs to haze the bear away from the trash since load noise was not working.

END

At around 9:03 Pm on July 6th 2020 the bear visited the fire station again. RP stated that they fired a blank .22 starter pistol into the air when the bear put its paws on the dumpster. RP stated that the bear did take off immediately to the sound of the .22 blanks. WL544 thanked the RP for keeping him updated. 

END",
Bear/Lion Incident Report,5/23/2020 23:52,Black Bear,Incident Location,461,Jefferson,524 - Conifer,Area 01,NE,Y,Incident Information,5/23/2020,10:52:00 PM,"Food Source Property Damage , Sighting","Trash , Vehicles","Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFhZDBjMDM0LlBob3RvJTIwMS4wNTU2MjkuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWQ5YWJiN2I1OTQ5YWNkMTU5NTk2OGYxZDEzZTdjYTM0Y2VmMmZlNmFjNDk4NzUxMDU3NzQyMDk5ZmMwM2Q0NTU4ZWE3NjBkYmZkZDI2ZmJlYjI5Yjc4MWQwOGUwYjMzMQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFhZDBjMDM0LlBob3RvJTIwMi4wMjEyMzEuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTAwNGVmMjhiNWQxMDY3NDI2NzdiMTAzNzFhOWE3NTlhZGNjMjFkNmYwNTI0NTFiYTRjMzAxYmM5MmExZjRkN2E4ZmQyZjM0NDQ3OTM4N2Y4N2I2ZDdjODgxN2IxNzYzZA==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFhZDBjMDM0LlBob3RvJTIwMy4wMjEyMzIuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWI2ZjYyNzIyOTkzMzkxNGM2NTY2YjYwZmQ2NWE1OWNmZDMzOTFmMTU1NjkyMDMwZmRjODRhYTVjOGY5MjQxYmIyZDQ2MjQ3YzI5ZGVlNzVlZDJiMWVhNjVkMDk0M2FlOQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFhZDBjMDM0LlBob3RvJTIwNC4xNjI5MTcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTExYmI2YzgxYWQ4MmJhYTFlM2M5MjQyMjFhOTkzMTY3ZTQwNDY3N2I0NzE4ZWY4Mzk4NmY4NmYzMGFkYWFkMjVjMjFlMjM3NjkxYmM0NzE4YmVkZTIwZGY5ZmM2MWNkYw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFhZDBjMDM0LlBob3RvJTIwNS4xNjI5MTYuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTQyZjljN2RkOTZhZGVjODliMDQyNTI5NzJmNDQ2NGFiNDBiYzQzMWU0ZGMxMmQ3YzMxZTU3ZTc2MzUxYjI3MjFkYTQzODE2YTdhMThjNTE1NTUzZGE2Mzc4MDBjNjk1OA==&w=600,"Marguerite called in stated that a large bear was walking around outside the arrowhead bed and breakfast attempting to get into vehicles.  She also stated that a bear had gotten into their trash last week in the trash company refuses to change the time of pick up and encourages people to leave their trash out the night before.  She will be looking for a new trash company. 
Wildlife officer 523 repsonded and searched the property for the bear but was UTL.  WL 523 will be setting a pepper barrel on the property the following day to help address the issue if the bear returns in the near future.
Pepper barrel was placed on property on the 24th.  Property owner requested to purchase four of them so they could remain on the property.

Pepper barrels were removed from the property on the morning of June 7th.

At about 3:45 on June 7th RP called and stated that the bear had actually returned at about 3pm that afternoon after the barrels had been removed and dumped over a trash can that only held construction materials.  Bear was run off at that time.  RP has requested that the pepper barrels be returned it possible.

On june 8th WLO523 received another call from the RP and a pepper barrel and a camera were placed on the property.  Black colored barrel.

Note: officer awareness information.  RP was arrested previously on attempted murder charges.

WLO 523 Rmoved the pepper barrel.  End of report",
Bear/Lion Incident Report,10/6/2020 8:44,Black Bear,Incident Location,471,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,10/4/2020,12:42:00 AM,"Food Source Property Damage , Sighting",Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/29/2020 15:41,Black Bear,Incident Location,22,Rio Blanco,423 - Meeker W,Area 06,NW,N,Incident Information,6/20/2020,8:41:00 AM,Food Source Property Damage,Livestock,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/16/2020 9:27,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,N,Incident Information,6/16/2020,9:27:00 AM,Aggressive Behavior,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/20/2020 9:50,Black Bear,Incident Location,14,Routt,492 - Steamboat N,Area 10,NW,Y,Incident Information,7/19/2020,9:50:00 PM,Food Source Property Damage,Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/21/2020 12:06,Black Bear,Incident Location,37,Summit,488 - Breckenridge E,Area 09,NW,N,Incident Information,9/20/2020,12:00:00 AM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/17/2020 9:59,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,N,Incident Information,9/17/2020,1:01:00 AM,Food Source Property Damage,Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/20/2020 14:32,Black Bear,Incident Location,45,Eagle,468 - Vail,Area 08,NW,Y,Incident Information,7/3/2020,9:26:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/12/2020 23:13,Black Bear,Incident Location,39,Clear Creek,527 - Idaho Spgs,Area 01,NE,Y,Incident Information,7/12/2020,11:13:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/10/2020 14:31,Black Bear,Incident Location,84,Pueblo,222 - Pueblo E,Area 11,SE,Y,Incident Information,7/31/2020,4:00:00 PM,Food Source Property Damage,Trash,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,Y,Derek.Brown@state.co.us,Site Inspection,Y,Verbal Warning,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjIyMWE1NTM5LlBob3RvJTIwMS4yMDM5MTUuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTI5YTBjOTA0YzMyNDZlNTMxZjIyNWNiMzY1ZDUxOWY4ZTU5Y2QyZjFjYzg3MTUxMjk0NjVjZmEzZGM0OGE1YTk4YjA3ZDE2MjNkMjk1NTZhMTg5NmM2MjdiYzNiZDI1OQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjIyMWE1NTM5LlBob3RvJTIwMi4yMDM5MTUuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTRlMmZlYjhmYTM2ZTQ5MzY3NjM2YzNjZGMxYTQ1YTJmZDMxODUwNjgxZTI4OGMwYjQwYjczZmQ4ODliMmI2NWRhM2YyMDM3Yjc3YmY2ODFkNmJhZDRlNDM1OTM2MTc5Yw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjIyMWE1NTM5LlBob3RvJTIwMy4yMDM5MTUuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWRiYTk5OTYzMTc2NmE4M2RmYTk4NjcyMTM4YjM4YTIwYzlkOTFhNWU3NWI0NjJhYzBmMjMzZjU3N2Q5NGI2NTk0M2M0NDY5MmY2NjdmNDk5MGE1N2VmMTJjMGY3YmQyZQ==&w=600,,,DWM Mike Brown received a telephone call from a landowner that wished to remain annonymous regarding a neighbor that repeatedly leaves their trash outside and has been attracting bears into the area. DWM Mike Brown traveled to the violators residence on the evening of 07/31/2020 in addition to the morning of 08/01/2020 but was unable to make contact with the homeowner.  Attached are the photos of the trash that has been strung everywhere.,
Bear/Lion Incident Report,6/19/2020 9:22,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,6/19/2020,9:22:00 AM,Food Source Property Damage,Other,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,N,,,,,,"Bear broke into chicken coop and ripped the door off and she killed two chickens and injured a third one. Bear had two cubs in the tree in the backyard as well.

Another bear, not the sow with cubs,  showed up and showed interest in the chicken coop.  WL 287 did a site inspection, the bear was gone upon arrival.  WL 287 went over RP making an electric fence for his chicken coop.",
Bear/Lion Incident Report,7/8/2020 14:49,Black Bear,Incident Location,391,Jefferson,525 - Evergreen,Area 01,NE,Y,Incident Information,7/8/2020,12:30:00 AM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjI5NjIxNGYwLlBob3RvJTIwMS4yMTE5MTkuSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTM0NjhkZjA0N2FkOTRlMjVjNDkyMWQ0NWJmZWE2YzM1NWRmNjcyNjM5OTIyODY2MDY1MzhhMDA4MzI1YzVjNmQxNzg0ZmM0OGVhM2MwM2NhYWE1NmJmZTAzYWNlMGNhNw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjI5NjIxNGYwLlBob3RvJTIwMi4yMTE5MTkuSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTczZTk5YmUxMDRlZjg0YWIxMGQ4Njg2NWU0ODEwMzUwYmEyZDRkYWIzOGJjMmM5NzQxMzNjOWNjMzE5YmUxOGIwMDQ2YjQ0MWY1YjAzNGQzNTc3NDlmYmQ2YTg4YzZlOQ==&w=600,,,,,
Bear/Lion Incident Report,12/27/2020 11:43,Black Bear,Incident Location,14,Routt,493 - Steamboat S,Area 10,NW,Y,Incident Information,12/27/2020,10:45:00 AM,"Food Source Property Damage , Sighting",Trash,Advice/Phone Call,,Y,N,,,,,,Unknown,Sub-Adult,Brown,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/10/2020 19:29,Black Bear,Incident Location,83,Costilla,361 - Alamosa E,Area 17,SW,Y,Incident Information,9/10/2020,7:29:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/16/2020 21:22,Black Bear,Incident Location,64,Montrose,384 - Montrose E,Area 18,SW,N,Incident Information,8/16/2020,9:22:00 PM,Sighting,,No Action,,Y,N,,,,,,Female,Adult,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/11/2020 11:50,Black Bear,Incident Location,56,Chaffee,261 - Salida W,Area 13,SE,N,Incident Information,9/11/2020,10:45:00 AM,Sighting,,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,On 08/11/2020 Wildlife 261 received a call from Chaffee County Dispatch informing him that the RP called in and stated that there was a bear cub running around and went up a tree at 705 B St. WL 261 responded to the location and found a sow with 2 cubs up a tree in the front yard of the address. WL 261 identified the sow and cubs as the same bears that were up a tree earlier in the week in town. WL 261 contacted WL 260 and informed him of the situation. WL 260 stated that WL 261 should attempt to dart the sow and relocate the bears if possible. Do to the bears location in the tree WL 261 decided to wait until the sow relocated closer to the base of the tree before attempting to dart it. The sow never made it low enough to dart. WL 261 watched the bears until crowds left the area. WL 261 had to haze the cubs using noise several times  in order to keep them trees with the sow. At 8:15 PM the cubs left the tree naturally and the sow remained in the tree until WL 261 left the scene at 9:20 PM.,
Bear/Lion Incident Report,8/27/2020 8:07,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,8/27/2020,1:50:00 AM,"Food Source Property Damage , Sighting",Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/28/2020 14:42,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,8/28/2020,2:00:00 AM,Food Source Property Damage,Trash,Advice/Phone Call,,Y,N,,,,,,Unknown,Adult,Black,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/10/2020 13:15,Black Bear,Incident Location,36,Eagle,468 - Vail,Area 08,NW,Y,Incident Information,9/25/2020,6:25:00 PM,"Food Source Property Damage , Sighting",Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/15/2020 11:09,Black Bear,Incident Location,50,Park,521 - Lake George,Area 01,NE,Y,Incident Information,6/14/2020,11:09:00 AM,Food Source Property Damage,Outside Food Source,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"RP reported that bear was getting into livestock grain the last 3 nights. RP is working on getting grain containers built. WL 527 responded and set a blue pepper barrel. 

WL521 picked up pepper barrel. No further co.flict reported.",
Bear/Lion Incident Report,5/8/2020 23:00,Black Bear,Incident Location,94,Weld,183 - Greeley S,Area 04,NE,N,Incident Information,5/8/2020,7:45:00 PM,Sighting,,Advice/Phone Call,,Y,N,,,,,,Unknown,Sub-Adult,Blonde,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjJjY2YyYjFmLlBob3RvJTIwMS4wNTE3NDguanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTEyYjVkNzM2YTYzNzk1ZmZkZTg4NTI5OWQ2MjYxMTRlZjViYTYyNTc0MWU5NTgzOWVjYTkzMjNiMGM1MGZmZjg0ZWFkMzc3ZTQ1NDA2MTJiOWJhNDk5NTRkNGY0YjQ3Yg==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjJjY2YyYjFmLlBob3RvJTIwMi4wNTE3NDguanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTdkNzMxZTE4Nzg5YjIxNGY3MmY4NDc4Yjk1ZjdiMTY3MzhkY2JlZTc5YTgzMDM4NzhjN2Q4MGFlMThmYjU0MTAyM2E0NGQ2NmUyMDdkYzEwNmQxN2Y5MTNhN2IyNjgxMw==&w=600,,,,,
Bear/Lion Incident Report,8/25/2020 11:22,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,N,Incident Information,8/25/2020,11:22:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/15/2020 15:29,Black Bear,Incident Location,20,Larimer,123 - Loveland,Area 02,NE,Y,Incident Information,10/11/2020,10:00:00 AM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/14/2020 10:07,Black Bear,Incident Location,29,Boulder,128 - Boulder S,Area 02,NE,N,Incident Information,7/12/2020,4:45:00 AM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/2/2020 9:25,Black Bear,Incident Location,511,El Paso,284 - C Spgs NW,Area 14,SE,N,Incident Information,7/1/2020,6:15:00 AM,Sighting,,No Action,,Y,,,,,,,Unknown,Adult,Brown,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/25/2020 12:58,Black Bear,Incident Location,391,Jefferson,546 - Lakewd/SW Den,Area 05,NE,Y,Incident Information,5/25/2020,4:15:00 AM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Educational Materials",,Y,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjM4MDhiYmYzLlBob3RvJTIwMS4yMTI3MDIuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTM2ZmQ3NGFjNTZhNzU3YWQ1MTRiZmMwMzY1OGZlZTUwNjJkMjUxYjgwYTMxNjA0ODAzZGRlZGNmZGVhOTdlZGRmZWJjZGM1OGFiYzUzN2JkZjdiMDMzMmU0ZTkzY2RiZg==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjM4MDhiYmYzLlBob3RvJTIwMi4yMTI3MDIuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTZhMTk3OTY3MzE0MWE2ZjgwMzhhYTdjYTM4NmJlZDUwMTRlODYyZjBkM2YxOWQ5Zjg0ODRlNzdmNWRmMTgxNGFmZmI1M2Q4ZGQyOTQ0YTNmNWI5OGYyNGRhYmU4MzgwYg==&w=600,,,,,
Bear/Lion Incident Report,9/11/2020 17:15,Black Bear,Incident Location,741,La Plata,329 - Durango S,Area 15,SW,Y,Incident Information,9/11/2020,5:15:00 PM,Food Source Property Damage,Trash,Site Inspection,,Y,,,,,,,Unknown,Adult,Brown,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjgxNmEzYTI3LlBob3RvJTIwMS4yMzMwMTguanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTFkNjAxZjcyMjljMjljNzM1NDExNDhmYjYxMTI0YTEyY2ZiZjkzMDczNjJjNjVkYzRjZTZmNGJkYWU2ZmExNzAwN2I0MTdhZjIxNDQ3MTEyNzhlYTI1ZmVkZTFmMWQxMQ==&w=600,,,,,"326 responded to location and found evidence of a bear getting into a recycling dumpster. Spoke to a resident who said she puts her trash in the dumpster. Advised her to use the trash bin, not recycling dumpster. Sat for 30 minutes to see if bear returned to haze it. No bear. Nothing further.",
Bear/Lion Incident Report,6/18/2020 15:07,Black Bear,Incident Location,74,La Plata,324 - Durango E,Area 15,SW,Y,Incident Information,6/18/2020,3:07:00 PM,Sighting,,"Advice/Phone Call , Site Inspection , Trap Set",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"Bear getting into trash at KOA campground. Bear in campground at time of call. Bear chased off on 3 different occasions throughout the day on 6/19. 
Bear has been coming around for several weeks.
WL 330 and 329 set trap evening of 6/18. WL 324 picked up trap on 6/22, no activity or sightings reported by RP and nothing captured on trail camera
Bear returned 7/3 to the campground, people scared it away. 324 set trap 7/3, picked up the trap7/6, no activity on trail camera at the trap location",
Bear/Lion Incident Report,9/15/2020 11:51,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,9/15/2020,11:51:00 AM,Sighting,,Advice/Phone Call,,Y,,,,,,,Unknown,Cub,Brown,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/3/2020 11:14,Black Bear,Incident Location,45,Eagle,468 - Vail,Area 08,NW,Y,Incident Information,7/24/2020,12:28:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/15/2020 14:51,Black Bear,Incident Location,44,Eagle,466 - Eagle S,Area 08,NW,Y,Incident Information,9/15/2020,1:30:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/2/2020 13:30,Black Bear,Incident Location,34,Garfield,465 - Glenwood,Area 08,NW,Y,Incident Information,7/2/2020,1:30:00 PM,Food Source Property Damage,Other,"Advice/Phone Call , Site Inspection , Trap Set",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"RP said a sow with cubs broke into there garage yesterday and then into their daughters apartment today. Bears got into home through doggie door, so RP thinks it was the cubs that came into the home while the sow stayed outside. Please call back
Update: trap was set, nothing caught",
Bear/Lion Incident Report,9/17/2020 8:24,Black Bear,Incident Location,29,Boulder,128 - Boulder S,Area 02,NE,Y,Incident Information,9/17/2020,8:24:00 AM,Sighting,,"Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/16/2020 9:19,Black Bear,Incident Location,20,Larimer,124 - Estes Park,Area 02,NE,Y,Incident Information,6/16/2020,6:00:00 AM,Food Source Property Damage,Beehives,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/7/2020 10:26,Black Bear,Incident Location,51,Douglas,541 - Littleton,Area 05,NE,,Incident Information,7/7/2020,10:26:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
